date,hour,wind_system,wind_coast,wind_south,wind_west,wind_north
01/01/2021,1,14012.32,1975.35,1246.65,7623.01,146.97
01/01/2021,2,14315.26,2023.05,980.89,7778.31,174.87
01/01/2021,3,14247.88,1819.02,742.39,8068.91,211.95
01/01/2021,4,13273.42,1426.17,750.18,7543.59,186.87
01/01/2021,5,12248.01,1280.43,825.16,6667.16,169.53
01/01/2021,6,11364.07,1164.67,860.99,5928.93,148.03
01/01/2021,7,10726.86,852.88,909.99,5537.93,144.78
01/01/2021,8,10329.67,664.86,627.44,5611.12,181.14
01/01/2021,9,9889.97,423.11,530.55,5669.75,191.92
01/01/2021,10,9905.33,334.21,522.23,6186.14,223.39
01/01/2021,11,11025.64,533.67,879.83,6427.94,425.54
01/01/2021,12,11060.93,470.62,1180.84,6177.56,567.36
01/01/2021,13,9929.01,422.5,1002.21,5342.06,649.65
01/01/2021,14,8832.31,219.18,827.34,4695.39,709.3
01/01/2021,15,7334.1,111.14,755.64,4062.09,658.99
01/01/2021,16,5825.6,148.15,672.91,3114.08,557.08
01/01/2021,17,4311.52,144.05,534.01,2155.53,466.18
01/01/2021,18,3341.69,155.63,542.87,1558.88,385.76
01/01/2021,19,3505.13,172.34,806.52,1528.22,390.85
01/01/2021,20,3566.04,190.11,845.41,1677.31,483.51
01/01/2021,21,3775.03,220.94,834.8,1766.78,633.91
01/01/2021,22,3561.11,266.78,798.53,1753.44,463.38
01/01/2021,23,4098.48,574.51,828.91,1959.84,483.72
01/01/2021,24,4588.3,606.51,1010.03,2036.91,562.23
01/02/2021,1,4062.44,706.68,1016.95,1484.23,369.28
01/02/2021,2,3062.47,570.08,788.39,1079.57,211.2
01/02/2021,3,2703.25,566.21,706.97,950.05,57.58
01/02/2021,4,3133.27,578.78,716.23,1399.31,36.28
01/02/2021,5,3340.91,732.68,594.53,1592.17,53.95
01/02/2021,6,2986.67,469.21,532.57,1456.49,132.65
01/02/2021,7,3050.72,446.26,480.61,1522.31,251.35
01/02/2021,8,3595.39,508.56,560.73,1848.99,334.84
01/02/2021,9,4385.86,494.24,394.13,2650.52,378.58
01/02/2021,10,4178.53,385.8,136.01,2922.48,215.21
01/02/2021,11,4447.58,482.34,147.03,2936.06,115.7
01/02/2021,12,6228.49,559.96,360.19,3550.53,93.4
01/02/2021,13,7957.79,529.12,556.68,4228.01,119.17
01/02/2021,14,9083.98,489.89,626.37,5023.52,308.0
01/02/2021,15,9705.35,431.92,589.03,5835.3,388.0
01/02/2021,16,9944.93,300.14,562.26,6404.41,336.19
01/02/2021,17,9813.96,187.96,451.94,6801.0,270.96
01/02/2021,18,10643.87,254.23,369.68,7885.99,232.07
01/02/2021,19,13361.99,361.27,503.18,10191.44,341.21
01/02/2021,20,15304.52,300.92,725.19,11561.65,495.85
01/02/2021,21,16276.95,249.16,897.57,12089.34,829.57
01/02/2021,22,16411.63,237.4,1028.96,11976.94,1131.87
01/02/2021,23,16098.12,285.45,1352.2,11582.47,1164.87
01/02/2021,24,16173.62,350.37,1781.01,11458.99,1113.99
01/03/2021,1,16435.54,424.1,2157.62,11367.68,1089.16
01/03/2021,2,16271.97,325.83,2320.62,11304.07,1102.37
01/03/2021,3,16582.13,327.2,2296.89,11133.83,1074.47
01/03/2021,4,16701.69,333.01,2140.8,11202.93,1057.64
01/03/2021,5,16729.6,397.58,1984.62,10861.45,1066.0
01/03/2021,6,16120.8,318.49,1673.66,10179.32,1030.79
01/03/2021,7,15792.83,236.88,1771.29,9910.6,985.32
01/03/2021,8,15702.65,267.74,1919.04,9954.73,980.19
01/03/2021,9,14777.38,348.57,1844.94,9246.63,970.91
01/03/2021,10,11077.35,457.9,1345.52,7299.91,741.12
01/03/2021,11,8249.34,411.65,1451.25,5442.39,557.71
01/03/2021,12,6589.49,699.96,1194.1,4009.37,542.26
01/03/2021,13,5508.34,554.52,1057.28,3220.69,578.06
01/03/2021,14,4612.13,492.28,1046.8,2483.33,575.16
01/03/2021,15,3795.28,572.02,896.4,1747.77,520.9
01/03/2021,16,3495.33,912.97,696.5,1269.01,479.6
01/03/2021,17,3290.93,1199.93,399.03,1100.87,327.05
01/03/2021,18,3746.28,1206.7,285.4,1548.1,235.91
01/03/2021,19,5504.76,1326.4,425.24,2840.38,311.0
01/03/2021,20,8228.67,1639.69,807.0,4333.56,290.49
01/03/2021,21,10564.65,1799.91,1525.55,5047.33,266.92
01/03/2021,22,12339.44,1866.12,2020.86,5659.11,251.07
01/03/2021,23,13227.07,1812.24,2093.75,6626.69,258.1
01/03/2021,24,13868.77,1880.29,2337.58,7494.63,264.12
01/04/2021,1,14145.53,1790.7,2446.27,8167.55,203.82
01/04/2021,2,13925.5,1687.84,2448.75,8079.17,300.14
01/04/2021,3,13511.83,1604.05,2312.29,7669.53,548.42
01/04/2021,4,13484.11,1354.9,2260.42,7703.24,556.32
01/04/2021,5,13473.37,1192.59,1843.8,7750.77,592.99
01/04/2021,6,13954.88,1027.71,1696.16,7961.99,599.71
01/04/2021,7,14408.89,1107.57,1595.87,7961.36,574.91
01/04/2021,8,13864.39,1112.11,1531.92,7362.55,534.7
01/04/2021,9,12175.07,660.51,1302.35,6527.85,389.98
01/04/2021,10,10129.41,268.35,771.05,5799.28,221.46
01/04/2021,11,9111.97,310.82,504.69,5041.58,71.93
01/04/2021,12,8159.77,322.26,362.76,4325.55,60.01
01/04/2021,13,7655.55,294.49,447.34,4346.36,146.16
01/04/2021,14,6900.71,169.69,593.87,4437.06,186.44
01/04/2021,15,5610.91,139.09,525.35,3947.21,186.36
01/04/2021,16,4667.02,208.56,474.52,3413.78,252.98
01/04/2021,17,3840.58,395.95,380.01,2649.15,297.53
01/04/2021,18,3060.74,619.64,288.38,1867.29,239.05
01/04/2021,19,3486.79,798.14,368.48,1990.26,298.44
01/04/2021,20,3382.78,871.31,351.86,1719.03,408.72
01/04/2021,21,3109.35,758.58,342.22,1414.67,457.74
01/04/2021,22,3385.06,742.85,564.88,1130.11,471.73
01/04/2021,23,3585.5,689.25,472.43,918.38,416.55
01/04/2021,24,4029.02,690.64,315.86,830.35,396.91
01/05/2021,1,4532.48,667.72,276.0,876.11,307.26
01/05/2021,2,4441.81,439.61,251.72,963.82,221.38
01/05/2021,3,4541.54,251.79,245.46,1086.77,172.02
01/05/2021,4,4721.35,138.03,246.78,1330.65,142.08
01/05/2021,5,5009.53,98.35,211.75,1522.6,152.42
01/05/2021,6,5649.34,117.94,173.32,1916.51,187.21
01/05/2021,7,6097.45,88.59,190.04,2198.09,325.27
01/05/2021,8,7354.07,53.74,313.25,3199.68,489.94
01/05/2021,9,9193.18,20.77,431.05,4748.51,694.31
01/05/2021,10,8932.43,4.15,422.98,4702.03,513.06
01/05/2021,11,8537.98,12.83,469.5,4403.07,327.55
01/05/2021,12,10411.63,76.98,862.68,5708.24,421.99
01/05/2021,13,11471.95,265.95,1093.12,6259.44,515.41
01/05/2021,14,12874.23,514.72,1318.07,7130.07,573.25
01/05/2021,15,14390.44,984.37,1445.29,7986.24,645.63
01/05/2021,16,15048.4,1583.8,1393.31,7958.67,777.55
01/05/2021,17,15006.35,2154.31,1404.11,7437.71,689.68
01/05/2021,18,15451.29,2215.32,1454.42,7730.13,741.92
01/05/2021,19,18554.3,1895.32,2176.29,10080.64,1053.75
01/05/2021,20,20077.24,2104.84,2545.03,10989.56,1115.45
01/05/2021,21,20783.96,2371.71,2467.32,11487.49,1173.65
01/05/2021,22,20921.83,2433.68,2450.05,11580.77,1163.04
01/05/2021,23,20775.3,2491.7,2582.97,11275.73,1159.76
01/05/2021,24,19962.37,2395.7,2564.28,10770.81,1101.92
01/06/2021,1,18909.55,2226.27,2477.35,10040.04,1026.93
01/06/2021,2,18204.15,1972.33,2443.0,9687.62,979.05
01/06/2021,3,17630.71,2135.9,2234.85,9150.53,944.52
01/06/2021,4,17218.19,2088.9,1921.51,9074.01,913.54
01/06/2021,5,17730.58,1929.94,1707.83,10063.75,841.39
01/06/2021,6,19140.49,2094.93,1712.04,11345.43,771.73
01/06/2021,7,19638.94,2165.66,1644.55,11887.63,655.99
01/06/2021,8,20043.1,2038.17,1879.22,12201.91,614.78
01/06/2021,9,19414.08,1973.91,1455.52,12048.49,618.34
01/06/2021,10,19362.82,1871.93,1510.21,12070.64,638.3
01/06/2021,11,20463.34,2261.29,1552.86,12600.81,790.9
01/06/2021,12,20134.6,2438.4,1384.74,12195.43,892.98
01/06/2021,13,20166.66,2351.77,1464.67,12101.61,1001.26
01/06/2021,14,20194.88,2129.17,1795.02,12030.79,1022.71
01/06/2021,15,20094.76,1553.34,2367.99,11918.12,1036.27
01/06/2021,16,20391.55,1433.79,2710.13,11948.62,1081.64
01/06/2021,17,20857.7,2087.44,2862.52,11748.89,921.93
01/06/2021,18,19426.69,2646.26,2610.68,9951.91,903.0
01/06/2021,19,18157.99,2813.0,2516.4,8718.03,893.45
01/06/2021,20,18804.0,2945.48,2574.77,9425.53,908.49
01/06/2021,21,18718.29,2988.25,2564.82,9665.22,901.58
01/06/2021,22,18417.29,3016.8,2483.18,9874.4,883.01
01/06/2021,23,18319.4,2880.69,2562.14,9946.88,902.46
01/06/2021,24,17759.61,2785.3,2609.61,9383.39,964.24
01/07/2021,1,17130.37,2852.76,2475.03,8633.89,1067.17
01/07/2021,2,16310.66,2857.39,2338.05,7826.26,1056.86
01/07/2021,3,15968.35,2639.79,2427.47,7703.04,1118.25
01/07/2021,4,15155.22,2474.82,2590.56,7118.09,1140.4
01/07/2021,5,13935.4,2488.63,2543.63,6200.64,1160.65
01/07/2021,6,13155.43,2281.07,2545.0,5622.0,1153.88
01/07/2021,7,12743.72,2325.6,2433.76,5444.13,1121.19
01/07/2021,8,11670.73,2118.49,2057.29,5033.1,1123.29
01/07/2021,9,10170.66,1828.76,1557.78,4607.21,998.84
01/07/2021,10,6987.39,1276.59,837.8,3300.95,882.51
01/07/2021,11,6319.63,1610.19,682.6,2785.95,785.27
01/07/2021,12,5568.96,1493.95,581.54,2233.64,812.15
01/07/2021,13,4780.8,1326.68,575.0,1797.05,729.88
01/07/2021,14,4523.32,1506.42,673.3,1483.58,623.24
01/07/2021,15,3986.14,1523.35,564.62,1152.76,593.29
01/07/2021,16,3310.14,1392.41,413.47,876.13,520.15
01/07/2021,17,2666.9,1034.2,241.0,837.75,399.36
01/07/2021,18,2374.0,616.35,133.15,936.33,326.56
01/07/2021,19,3231.99,371.2,149.32,1530.47,418.83
01/07/2021,20,4751.65,292.11,306.3,2696.97,499.36
01/07/2021,21,6005.9,274.73,476.38,3768.23,444.87
01/07/2021,22,6992.06,491.07,680.45,3915.12,458.97
01/07/2021,23,7775.79,764.78,916.1,4334.25,364.54
01/07/2021,24,8258.6,980.18,1157.23,4595.45,383.09
01/08/2021,1,7827.32,1132.59,1172.69,4241.46,297.74
01/08/2021,2,7414.47,1200.88,1209.18,3981.86,264.99
01/08/2021,3,7132.93,1128.19,1280.64,4012.82,258.83
01/08/2021,4,7041.43,1053.03,1317.2,4063.85,291.25
01/08/2021,5,6342.61,1002.08,1216.69,3556.83,298.89
01/08/2021,6,6696.79,1157.51,1501.85,3462.89,397.88
01/08/2021,7,7370.38,1319.42,2004.4,3374.02,514.93
01/08/2021,8,7094.87,1316.48,2086.32,3080.21,514.99
01/08/2021,9,6515.13,1129.01,1888.14,2939.42,433.77
01/08/2021,10,5709.97,874.11,1453.99,2807.5,384.98
01/08/2021,11,5105.83,996.88,1074.21,2631.83,342.31
01/08/2021,12,3340.48,844.41,623.42,1618.99,238.34
01/08/2021,13,2045.39,647.74,256.91,980.71,145.38
01/08/2021,14,1579.13,625.14,125.19,701.58,108.78
01/08/2021,15,1543.9,728.02,109.61,579.19,117.36
01/08/2021,16,1837.72,820.64,175.81,717.95,118.08
01/08/2021,17,1993.87,775.1,263.07,837.13,116.15
01/08/2021,18,2182.79,649.63,526.36,859.16,118.83
01/08/2021,19,2991.14,570.51,1259.63,920.75,139.75
01/08/2021,20,3829.55,748.22,1760.49,1017.63,191.82
01/08/2021,21,4343.85,725.07,1878.19,1239.81,253.98
01/08/2021,22,4588.37,691.57,1872.02,1297.9,284.57
01/08/2021,23,4490.51,618.42,1682.54,1302.34,319.2
01/08/2021,24,4278.98,662.52,1597.34,1067.09,310.15
01/09/2021,1,3949.45,844.27,1354.46,980.21,257.76
01/09/2021,2,4360.33,1111.58,1303.92,1236.1,239.46
01/09/2021,3,4205.06,969.24,1547.47,1064.72,216.48
01/09/2021,4,3962.97,894.61,1687.56,902.11,196.67
01/09/2021,5,3666.13,940.29,1539.36,769.51,240.56
01/09/2021,6,3885.81,1317.4,1519.82,711.02,247.31
01/09/2021,7,4023.17,1375.55,1509.77,911.7,140.29
01/09/2021,8,4508.69,1705.48,1445.9,1108.68,102.0
01/09/2021,9,3905.75,1410.86,1070.62,1102.3,130.42
01/09/2021,10,3479.36,1209.86,1003.96,1045.55,65.26
01/09/2021,11,3790.92,1421.17,953.2,1209.17,38.59
01/09/2021,12,4414.67,1697.05,722.08,1633.54,47.07
01/09/2021,13,4279.21,1411.32,594.51,1747.27,51.66
01/09/2021,14,3924.66,1041.62,435.67,1941.65,46.41
01/09/2021,15,4089.12,1124.85,600.84,1840.55,31.37
01/09/2021,16,4978.7,935.33,732.51,2623.53,41.54
01/09/2021,17,6548.84,1047.76,1043.3,3616.37,114.88
01/09/2021,18,8071.49,1350.99,1279.88,4390.49,331.39
01/09/2021,19,8578.35,1068.6,1296.97,5071.96,338.02
01/09/2021,20,9420.66,1231.74,997.2,5715.56,370.74
01/09/2021,21,9472.73,1481.79,1095.25,5546.8,399.96
01/09/2021,22,9861.66,1630.66,1204.84,5918.67,387.95
01/09/2021,23,11896.22,1968.28,1398.85,7293.19,333.52
01/09/2021,24,12362.48,2182.26,1644.27,7429.18,207.35
01/10/2021,1,10490.83,1967.53,1925.02,5819.19,198.45
01/10/2021,2,10576.76,1895.46,2081.32,5546.74,317.78
01/10/2021,3,11630.9,1907.48,2138.76,6171.29,453.77
01/10/2021,4,11186.51,1977.81,1888.92,5739.19,455.25
01/10/2021,5,11125.67,2268.06,1552.91,5863.16,411.37
01/10/2021,6,9720.26,2252.71,1196.23,4925.91,363.57
01/10/2021,7,8985.35,2156.62,910.15,4802.77,433.38
01/10/2021,8,8180.7,1989.46,910.26,4551.48,300.26
01/10/2021,9,7974.47,1804.89,1501.13,4021.71,349.2
01/10/2021,10,8248.21,1719.68,1993.95,3894.41,358.86
01/10/2021,11,8701.47,1921.33,2155.29,3910.72,417.34
01/10/2021,12,9161.18,2527.22,2240.9,3562.18,497.42
01/10/2021,13,8946.5,2867.21,2224.78,3077.48,443.88
01/10/2021,14,8563.98,2896.68,2251.12,2672.19,436.8
01/10/2021,15,8421.52,2905.96,2245.71,2456.33,516.91
01/10/2021,16,8380.67,2908.04,2297.18,2432.43,518.28
01/10/2021,17,7937.27,2938.76,2254.93,2141.43,470.16
01/10/2021,18,7958.5,2966.03,2322.43,1986.29,563.8
01/10/2021,19,7861.16,3090.38,2247.28,1673.74,638.06
01/10/2021,20,7925.79,3034.24,2198.95,1613.16,716.73
01/10/2021,21,8151.36,3225.75,2074.83,1794.95,655.61
01/10/2021,22,8127.46,3287.32,1864.59,1993.41,615.17
01/10/2021,23,7619.97,3136.07,1718.63,1901.0,524.04
01/10/2021,24,7187.9,2850.89,1714.78,1837.57,430.31
01/11/2021,1,7207.41,3103.69,1564.35,1833.85,319.0
01/11/2021,2,6610.6,3007.46,1527.31,1479.36,270.25
01/11/2021,3,5482.87,2615.39,1161.77,1111.43,335.64
01/11/2021,4,4821.98,2334.56,1189.13,826.11,335.43
01/11/2021,5,4520.36,2090.67,1289.81,784.36,234.81
01/11/2021,6,4856.78,1950.11,1512.75,1002.12,182.82
01/11/2021,7,4588.95,1597.58,1536.96,985.5,158.12
01/11/2021,8,4682.37,1865.97,1340.92,969.81,170.61
01/11/2021,9,4712.32,2075.57,1424.19,707.63,143.52
01/11/2021,10,4767.34,2583.16,1435.33,316.83,88.73
01/11/2021,11,4777.7,2893.9,1501.54,78.29,67.06
01/11/2021,12,4195.9,2592.18,1250.14,17.52,47.33
01/11/2021,13,3678.97,2141.65,1003.07,19.72,38.28
01/11/2021,14,3207.62,1596.18,756.56,61.89,32.18
01/11/2021,15,2955.91,1280.65,585.09,100.96,23.82
01/11/2021,16,2417.78,882.39,461.46,216.95,31.34
01/11/2021,17,2024.52,637.55,299.03,333.17,36.78
01/11/2021,18,2074.23,545.19,210.55,519.27,25.19
01/11/2021,19,2320.84,569.72,175.63,494.97,54.39
01/11/2021,20,2583.92,544.5,190.93,688.64,79.14
01/11/2021,21,2773.42,470.88,146.63,1000.92,74.9
01/11/2021,22,3092.79,514.71,144.57,1332.61,56.7
01/11/2021,23,3218.97,455.92,202.94,1388.28,32.98
01/11/2021,24,3627.18,378.18,191.25,1632.85,47.78
01/12/2021,1,4456.91,368.63,210.54,2301.11,105.78
01/12/2021,2,4710.97,378.16,176.12,2352.35,180.93
01/12/2021,3,4753.7,327.98,184.69,2317.77,206.91
01/12/2021,4,5128.74,360.85,239.18,2616.77,259.59
01/12/2021,5,5359.99,519.8,269.25,2913.43,252.29
01/12/2021,6,6131.88,566.11,351.79,3528.07,296.33
01/12/2021,7,6766.91,680.96,452.38,3965.66,304.49
01/12/2021,8,6408.78,637.22,399.65,3914.11,273.35
01/12/2021,9,5842.1,513.07,268.12,3805.51,273.86
01/12/2021,10,4841.43,492.76,215.04,3217.33,203.81
01/12/2021,11,3406.27,527.84,122.77,2297.48,117.26
01/12/2021,12,2724.31,455.85,68.79,1839.97,119.55
01/12/2021,13,2710.02,399.64,69.39,1821.01,121.72
01/12/2021,14,2681.08,358.16,99.86,1711.43,127.85
01/12/2021,15,2094.67,285.81,119.67,1301.13,97.76
01/12/2021,16,1771.95,214.88,135.44,1149.51,87.35
01/12/2021,17,1540.58,184.47,141.68,989.17,81.13
01/12/2021,18,1507.64,142.03,68.16,1044.05,102.85
01/12/2021,19,2786.67,213.04,59.33,1953.92,223.82
01/12/2021,20,5047.9,292.46,114.59,3497.19,367.24
01/12/2021,21,7224.76,298.56,232.09,5078.68,535.09
01/12/2021,22,9120.34,243.48,319.53,6341.4,687.82
01/12/2021,23,11064.85,256.56,385.01,7050.53,879.56
01/12/2021,24,12780.56,247.04,453.44,8068.78,944.76
01/13/2021,1,13903.29,222.4,543.44,8992.36,958.42
01/13/2021,2,14652.39,197.05,689.01,9604.87,987.92
01/13/2021,3,14801.34,140.0,899.57,9730.32,1015.86
01/13/2021,4,14091.53,128.24,957.77,9420.21,993.39
01/13/2021,5,13614.62,142.18,862.64,9238.31,1030.59
01/13/2021,6,13536.13,128.36,745.03,9236.31,1059.91
01/13/2021,7,14057.09,116.85,707.54,9332.08,1042.02
01/13/2021,8,14114.13,105.49,624.77,9410.86,1046.77
01/13/2021,9,13479.22,92.43,579.22,9114.83,1019.48
01/13/2021,10,11654.41,7.27,476.35,7903.37,716.21
01/13/2021,11,9227.74,3.16,320.55,6125.02,469.93
01/13/2021,12,7886.21,2.01,265.66,5556.17,327.57
01/13/2021,13,8174.91,6.6,275.53,6519.23,292.5
01/13/2021,14,8696.1,15.58,319.44,7158.76,376.87
01/13/2021,15,9771.42,16.09,410.31,8017.32,531.72
01/13/2021,16,10767.84,42.26,542.04,8977.03,635.95
01/13/2021,17,10950.45,167.72,568.78,8994.93,777.69
01/13/2021,18,10699.8,354.1,608.1,8458.73,886.38
01/13/2021,19,13767.51,649.15,961.23,10185.74,1188.0
01/13/2021,20,16335.72,999.51,1246.46,11552.15,1371.69
01/13/2021,21,17963.12,1320.02,1761.85,12012.75,1374.51
01/13/2021,22,18366.25,1589.77,1995.78,11984.39,1421.94
01/13/2021,23,19597.08,1912.48,2570.24,12277.73,1433.72
01/13/2021,24,19364.54,2000.74,2649.77,11888.43,1432.27
01/14/2021,1,19379.9,1957.32,2654.77,11611.23,1424.2
01/14/2021,2,19727.32,1958.02,2635.38,11242.4,1397.68
01/14/2021,3,20311.84,2226.55,2576.74,11161.47,1375.01
01/14/2021,4,20308.84,2656.04,2463.55,10632.46,1370.6
01/14/2021,5,20042.34,2749.72,2399.28,10378.88,1347.37
01/14/2021,6,20673.45,2755.61,2451.52,10931.74,1268.02
01/14/2021,7,21111.59,2867.81,2332.0,11920.52,1202.03
01/14/2021,8,22439.68,2730.83,2418.56,13006.3,1326.79
01/14/2021,9,21814.13,2476.8,2240.27,12848.32,1362.21
01/14/2021,10,19514.52,1669.28,1551.0,12140.0,1231.49
01/14/2021,11,18656.45,1454.73,1125.39,11822.02,1242.33
01/14/2021,12,19160.01,1774.95,1056.43,12023.14,1234.97
01/14/2021,13,19710.97,1866.5,1419.48,11997.22,1345.87
01/14/2021,14,19170.97,1507.75,1484.27,11705.91,1408.87
01/14/2021,15,17785.61,1144.29,1619.47,10575.44,1442.15
01/14/2021,16,16128.7,1039.92,2156.32,8856.81,1442.35
01/14/2021,17,13472.53,1103.74,2156.34,7085.76,1405.38
01/14/2021,18,9532.47,905.55,1698.11,4724.15,1196.31
01/14/2021,19,9149.76,1482.85,2053.4,3662.32,1012.96
01/14/2021,20,9889.54,1958.29,2235.63,3612.16,1189.02
01/14/2021,21,10265.71,2151.62,2303.17,3202.88,1303.19
01/14/2021,22,10842.53,2245.91,2194.08,3043.01,1269.39
01/14/2021,23,11501.97,2497.98,1997.13,3311.99,1211.2
01/14/2021,24,12570.67,2452.11,1904.37,4065.01,1217.81
01/15/2021,1,13005.77,2479.2,1517.0,4786.58,1174.31
01/15/2021,2,13602.47,2488.98,1332.0,5866.96,1164.54
01/15/2021,3,14897.86,2362.19,1726.39,7219.4,1189.66
01/15/2021,4,14836.52,2125.85,1776.05,7172.64,1315.84
01/15/2021,5,15673.66,1953.69,1950.54,7692.19,1318.66
01/15/2021,6,16059.6,1962.3,1911.38,7626.03,1387.55
01/15/2021,7,15474.88,1912.47,1775.13,7221.6,1405.06
01/15/2021,8,14975.38,1812.12,1693.25,6922.47,1394.87
01/15/2021,9,14163.42,1382.6,1500.88,6747.53,1358.84
01/15/2021,10,12506.42,962.41,1225.95,5841.11,1330.72
01/15/2021,11,14867.93,1246.29,1919.62,7295.83,1423.05
01/15/2021,12,17071.38,1800.94,1773.43,9390.23,1439.41
01/15/2021,13,17067.7,1719.54,1277.41,9908.39,1446.9
01/15/2021,14,16465.88,1420.93,1151.4,9719.22,1448.34
01/15/2021,15,16717.87,1327.74,1174.9,9922.68,1446.9
01/15/2021,16,16440.99,1094.34,1189.45,9570.84,1447.23
01/15/2021,17,15710.09,1010.87,1221.04,8831.97,1437.13
01/15/2021,18,13218.43,712.63,1001.06,6975.61,1380.82
01/15/2021,19,11513.73,455.5,768.34,6177.95,1176.99
01/15/2021,20,11842.07,329.42,744.11,6652.44,1219.25
01/15/2021,21,12534.37,411.69,804.02,7052.04,1298.72
01/15/2021,22,12761.5,499.7,893.29,7392.68,1216.57
01/15/2021,23,13022.14,552.38,845.29,7561.36,1252.19
01/15/2021,24,12650.3,752.11,700.97,7210.03,1285.58
01/16/2021,1,11274.62,745.89,437.04,6560.25,1266.77
01/16/2021,2,9756.92,674.91,364.35,5846.97,1165.88
01/16/2021,3,9186.34,769.82,517.72,5269.95,1183.9
01/16/2021,4,8236.87,788.72,475.91,4513.5,1047.85
01/16/2021,5,7618.47,858.27,392.11,3872.1,832.03
01/16/2021,6,6961.51,892.46,356.22,2971.94,699.06
01/16/2021,7,6956.15,810.32,285.24,2657.99,681.99
01/16/2021,8,6004.98,633.65,214.26,2361.8,580.32
01/16/2021,9,5017.18,416.73,134.57,2248.07,439.9
01/16/2021,10,3889.75,136.03,85.93,2136.24,170.51
01/16/2021,11,2625.39,24.4,86.82,1617.75,34.07
01/16/2021,12,2827.6,18.16,157.64,2093.31,58.44
01/16/2021,13,3387.89,16.95,115.27,2683.16,142.24
01/16/2021,14,4265.37,38.33,197.85,3434.24,108.43
01/16/2021,15,4023.88,95.92,339.86,3103.45,62.84
01/16/2021,16,3634.28,323.91,476.93,2254.19,23.52
01/16/2021,17,3554.72,723.94,631.87,1545.27,8.07
01/16/2021,18,4401.72,1012.74,850.09,1777.62,6.21
01/16/2021,19,6088.78,1226.1,1576.03,2485.26,29.07
01/16/2021,20,7418.29,1571.91,1865.04,3250.51,104.7
01/16/2021,21,7692.0,1671.12,1939.07,3339.29,208.55
01/16/2021,22,6949.83,1494.65,1866.82,3077.16,194.5
01/16/2021,23,6055.6,1129.27,1864.0,2433.65,212.28
01/16/2021,24,6133.44,977.86,1867.92,2261.42,349.7
01/17/2021,1,6357.76,946.48,1878.42,2260.29,578.77
01/17/2021,2,6503.97,754.5,1828.12,2628.13,724.0
01/17/2021,3,6648.93,648.65,1698.69,2875.41,780.79
01/17/2021,4,7101.89,657.66,1731.86,3072.12,756.78
01/17/2021,5,6076.9,543.83,1539.12,2290.19,560.53
01/17/2021,6,6300.24,398.69,1594.93,2563.7,486.39
01/17/2021,7,6750.73,686.89,1276.22,2834.08,494.74
01/17/2021,8,6927.48,986.44,1031.44,2846.7,615.94
01/17/2021,9,6164.64,692.02,1113.83,2531.8,514.43
01/17/2021,10,3756.76,370.51,482.26,1697.89,281.81
01/17/2021,11,2771.4,414.23,208.63,1177.5,225.85
01/17/2021,12,3223.49,492.06,166.81,1749.88,228.76
01/17/2021,13,2514.18,357.34,136.29,1296.31,302.41
01/17/2021,14,1599.03,330.07,40.14,636.36,234.81
01/17/2021,15,1182.84,368.2,7.12,349.75,192.3
01/17/2021,16,952.48,422.16,5.51,229.5,169.17
01/17/2021,17,1161.57,704.35,12.81,168.76,133.79
01/17/2021,18,1522.03,976.56,73.86,143.68,86.38
01/17/2021,19,2418.21,1119.33,271.86,403.95,52.32
01/17/2021,20,4298.96,1183.12,674.1,1007.06,44.34
01/17/2021,21,6800.2,1267.64,1011.05,2071.13,38.58
01/17/2021,22,9373.18,1242.05,1391.34,3598.78,39.77
01/17/2021,23,11682.95,1175.95,1669.69,5561.75,87.23
01/17/2021,24,14668.58,999.5,1795.65,8475.38,209.93
01/18/2021,1,17265.01,888.56,2021.81,10752.16,377.09
01/18/2021,2,19109.59,909.56,2192.16,12140.67,639.21
01/18/2021,3,19873.95,895.64,2157.34,12785.7,814.58
01/18/2021,4,20235.22,881.57,2095.07,12954.92,1081.83
01/18/2021,5,20496.22,958.61,2135.34,12991.46,1239.89
01/18/2021,6,20347.89,1034.68,2076.7,12813.81,1322.46
01/18/2021,7,19576.79,1051.84,1792.07,12451.3,1350.23
01/18/2021,8,19372.02,1171.27,1657.43,12540.52,1381.17
01/18/2021,9,19539.13,1292.54,1705.81,12150.65,1259.44
01/18/2021,10,17118.78,1073.42,1592.13,10291.92,1115.36
01/18/2021,11,16813.09,2051.96,2024.11,8690.33,1015.11
01/18/2021,12,16638.53,2492.44,2438.79,7627.87,1024.69
01/18/2021,13,15766.48,2473.62,2503.45,6674.6,1088.38
01/18/2021,14,14388.5,2459.57,2484.59,5261.48,1055.89
01/18/2021,15,13207.24,2533.83,2287.13,4303.66,980.69
01/18/2021,16,12839.97,2648.89,2171.07,4070.29,815.42
01/18/2021,17,13272.64,2611.53,2098.29,4905.37,557.35
01/18/2021,18,15110.89,2672.08,2042.85,6936.56,448.42
01/18/2021,19,18402.78,2692.16,2321.48,9731.43,808.52
01/18/2021,20,20257.04,2676.55,2515.72,11104.05,921.55
01/18/2021,21,20705.95,2654.83,2497.71,11470.2,944.75
01/18/2021,22,20648.27,2606.25,2372.88,11804.27,731.72
01/18/2021,23,20531.45,2435.52,2465.15,12043.92,591.67
01/18/2021,24,20103.37,2347.25,2562.56,11556.48,624.72
01/19/2021,1,19127.16,2212.37,2539.35,10801.13,602.89
01/19/2021,2,18594.36,2088.06,2486.87,10513.69,609.34
